admission_id;nom;prenom;date_naissance;lieu_naissance;sexe_id;situation_matrimoniale_id;departement_origine_id;telephone;email;langue_id;diplome;annee_diplome;nom_pere;profession_pere;telephone_pere;residence_pere;nom_mere;profession_mere;telephone_mere;residence_mere
DEMO-25AA-122;Etudiant demo 122;Test Test test you oooooo ooooo oooooo;04/06/2002;Maternite de la ville 124;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 124;2010;;;;;;;;
DEMO-25AA-123;Etudiant demo 123;Test Test test you oooooo ooooo oooooo;05/06/2002;Maternite de la ville 125;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 125;2010;;;;;;;;
DEMO-25AA-124;Etudiant demo 124;Test Test test you oooooo ooooo oooooo;06/06/2002;Maternite de la ville 126;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 126;2010;;;;;;;;
DEMO-25AA-125;Etudiant demo 125;Test Test test you oooooo ooooo oooooo;07/06/2002;Maternite de la ville 127;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 127;2010;;;;;;;;
DEMO-25AA-126;Etudiant demo 126;Test Test test you oooooo ooooo oooooo;08/06/2002;Maternite de la ville 128;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 128;2010;;;;;;;;
DEMO-25AA-127;Etudiant demo 127;Test Test test you oooooo ooooo oooooo;09/06/2002;Maternite de la ville 129;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 129;2010;;;;;;;;
DEMO-25AA-128;Etudiant demo 128;Test Test test you oooooo ooooo oooooo;10/06/2002;Maternite de la ville 130;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 130;2010;;;;;;;;
DEMO-25AA-129;Etudiant demo 129;Test Test test you oooooo ooooo oooooo;11/06/2002;Maternite de la ville 131;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 131;2010;;;;;;;;
DEMO-25AA-130;Etudiant demo 130;Test Test test you oooooo ooooo oooooo;12/06/2002;Maternite de la ville 132;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 132;2010;;;;;;;;
DEMO-25AA-131;Etudiant demo 131;Test Test test you oooooo ooooo oooooo;13/06/2002;Maternite de la ville 133;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 133;2010;;;;;;;;
DEMO-25AA-132;Etudiant demo 132;Test Test test you oooooo ooooo oooooo;14/06/2002;Maternite de la ville 134;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 134;2010;;;;;;;;
DEMO-25AA-133;Etudiant demo 133;Test Test test you oooooo ooooo oooooo;15/06/2002;Maternite de la ville 135;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 135;2010;;;;;;;;
DEMO-25AA-134;Etudiant demo 134;Test Test test you oooooo ooooo oooooo;16/06/2002;Maternite de la ville 136;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 136;2010;;;;;;;;
DEMO-25AA-135;Etudiant demo 135;Test Test test you oooooo ooooo oooooo;17/06/2002;Maternite de la ville 137;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 137;2010;;;;;;;;
DEMO-25AA-136;Etudiant demo 136;Test Test test you oooooo ooooo oooooo;18/06/2002;Maternite de la ville 138;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 138;2010;;;;;;;;
DEMO-25AA-137;Etudiant demo 137;Test Test test you oooooo ooooo oooooo;19/06/2002;Maternite de la ville 139;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 139;2010;;;;;;;;
DEMO-25AA-138;Etudiant demo 138;Test Test test you oooooo ooooo oooooo;20/06/2002;Maternite de la ville 140;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 140;2010;;;;;;;;
DEMO-25AA-139;Etudiant demo 139;Test Test test you oooooo ooooo oooooo;21/06/2002;Maternite de la ville 141;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 141;2010;;;;;;;;
DEMO-25AA-140;Etudiant demo 140;Test Test test you oooooo ooooo oooooo;22/06/2002;Maternite de la ville 142;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 142;2010;;;;;;;;
DEMO-25AA-141;Etudiant demo 141;Test Test test you oooooo ooooo oooooo;23/06/2002;Maternite de la ville 143;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 143;2010;;;;;;;;
DEMO-25AA-142;Etudiant demo 142;Test Test test you oooooo ooooo oooooo;24/06/2002;Maternite de la ville 144;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 144;2010;;;;;;;;
DEMO-25AA-143;Etudiant demo 143;Test Test test you oooooo ooooo oooooo;25/06/2002;Maternite de la ville 145;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 145;2010;;;;;;;;
DEMO-25AA-144;Etudiant demo 144;Test Test test you oooooo ooooo oooooo;26/06/2002;Maternite de la ville 146;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 146;2010;;;;;;;;
DEMO-25AA-145;Etudiant demo 145;Test Test test you oooooo ooooo oooooo;27/06/2002;Maternite de la ville 147;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 147;2010;;;;;;;;
DEMO-25AA-146;Etudiant demo 146;Test Test test you oooooo ooooo oooooo;28/06/2002;Maternite de la ville 148;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 148;2010;;;;;;;;
DEMO-25AA-147;Etudiant demo 147;Test Test test you oooooo ooooo oooooo;29/06/2002;Maternite de la ville 149;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 149;2010;;;;;;;;
DEMO-25AA-148;Etudiant demo 148;Test Test test you oooooo ooooo oooooo;30/06/2002;Maternite de la ville 150;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 150;2010;;;;;;;;
DEMO-25AA-149;Etudiant demo 149;Test Test test you oooooo ooooo oooooo;01/07/2002;Maternite de la ville 151;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 151;2010;;;;;;;;
DEMO-25AA-150;Etudiant demo 150;Test Test test you oooooo ooooo oooooo;02/07/2002;Maternite de la ville 152;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 152;2010;;;;;;;;
DEMO-25AA-151;Etudiant demo 151;Test Test test you oooooo ooooo oooooo;03/07/2002;Maternite de la ville 153;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 153;2010;;;;;;;;
DEMO-25AA-152;Etudiant demo 152;Test Test test you oooooo ooooo oooooo;04/07/2002;Maternite de la ville 154;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 154;2010;;;;;;;;
DEMO-25AA-153;Etudiant demo 153;Test Test test you oooooo ooooo oooooo;05/07/2002;Maternite de la ville 155;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 155;2010;;;;;;;;
DEMO-25AA-154;Etudiant demo 154;Test Test test you oooooo ooooo oooooo;06/07/2002;Maternite de la ville 156;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 156;2010;;;;;;;;
DEMO-25AA-155;Etudiant demo 155;Test Test test you oooooo ooooo oooooo;07/07/2002;Maternite de la ville 157;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 157;2010;;;;;;;;
DEMO-25AA-156;Etudiant demo 156;Test Test test you oooooo ooooo oooooo;08/07/2002;Maternite de la ville 158;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 158;2010;;;;;;;;
DEMO-25AA-157;Etudiant demo 157;Test Test test you oooooo ooooo oooooo;09/07/2002;Maternite de la ville 159;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 159;2010;;;;;;;;
DEMO-25AA-158;Etudiant demo 158;Test Test test you oooooo ooooo oooooo;10/07/2002;Maternite de la ville 160;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 160;2010;;;;;;;;
DEMO-25AA-159;Etudiant demo 159;Test Test test you oooooo ooooo oooooo;11/07/2002;Maternite de la ville 161;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 161;2010;;;;;;;;
DEMO-25AA-160;Etudiant demo 160;Test Test test you oooooo ooooo oooooo;12/07/2002;Maternite de la ville 162;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 162;2010;;;;;;;;
DEMO-25AA-161;Etudiant demo 161;Test Test test you oooooo ooooo oooooo;13/07/2002;Maternite de la ville 163;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 163;2010;;;;;;;;
DEMO-25AA-162;Etudiant demo 162;Test Test test you oooooo ooooo oooooo;14/07/2002;Maternite de la ville 164;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 164;2010;;;;;;;;
DEMO-25AA-163;Etudiant demo 163;Test Test test you oooooo ooooo oooooo;15/07/2002;Maternite de la ville 165;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 165;2010;;;;;;;;
DEMO-25AA-164;Etudiant demo 164;Test Test test you oooooo ooooo oooooo;16/07/2002;Maternite de la ville 166;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 166;2010;;;;;;;;
DEMO-25AA-165;Etudiant demo 165;Test Test test you oooooo ooooo oooooo;17/07/2002;Maternite de la ville 167;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 167;2010;;;;;;;;
DEMO-25AA-166;Etudiant demo 166;Test Test test you oooooo ooooo oooooo;18/07/2002;Maternite de la ville 168;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 168;2010;;;;;;;;
DEMO-25AA-167;Etudiant demo 167;Test Test test you oooooo ooooo oooooo;19/07/2002;Maternite de la ville 169;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 169;2010;;;;;;;;
DEMO-25AA-168;Etudiant demo 168;Test Test test you oooooo ooooo oooooo;20/07/2002;Maternite de la ville 170;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 170;2010;;;;;;;;
DEMO-25AA-169;Etudiant demo 169;Test Test test you oooooo ooooo oooooo;21/07/2002;Maternite de la ville 171;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 171;2010;;;;;;;;
DEMO-25AA-170;Etudiant demo 170;Test Test test you oooooo ooooo oooooo;22/07/2002;Maternite de la ville 172;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 172;2010;;;;;;;;
DEMO-25AA-171;Etudiant demo 171;Test Test test you oooooo ooooo oooooo;23/07/2002;Maternite de la ville 173;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 173;2010;;;;;;;;
DEMO-25AA-172;Etudiant demo 172;Test Test test you oooooo ooooo oooooo;24/07/2002;Maternite de la ville 174;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 174;2010;;;;;;;;
DEMO-25AA-173;Etudiant demo 173;Test Test test you oooooo ooooo oooooo;25/07/2002;Maternite de la ville 175;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 175;2010;;;;;;;;
DEMO-25AA-174;Etudiant demo 174;Test Test test you oooooo ooooo oooooo;26/07/2002;Maternite de la ville 176;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 176;2010;;;;;;;;
DEMO-25AA-175;Etudiant demo 175;Test Test test you oooooo ooooo oooooo;27/07/2002;Maternite de la ville 177;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 177;2010;;;;;;;;
DEMO-25AA-176;Etudiant demo 176;Test Test test you oooooo ooooo oooooo;28/07/2002;Maternite de la ville 178;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 178;2010;;;;;;;;
DEMO-25AA-177;Etudiant demo 177;Test Test test you oooooo ooooo oooooo;29/07/2002;Maternite de la ville 179;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 179;2010;;;;;;;;
DEMO-25AA-178;Etudiant demo 178;Test Test test you oooooo ooooo oooooo;30/07/2002;Maternite de la ville 180;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 180;2010;;;;;;;;
DEMO-25AA-179;Etudiant demo 179;Test Test test you oooooo ooooo oooooo;31/07/2002;Maternite de la ville 181;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 181;2010;;;;;;;;
DEMO-25AA-180;Etudiant demo 180;Test Test test you oooooo ooooo oooooo;01/08/2002;Maternite de la ville 182;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 182;2010;;;;;;;;
DEMO-25AA-181;Etudiant demo 181;Test Test test you oooooo ooooo oooooo;02/08/2002;Maternite de la ville 183;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 183;2010;;;;;;;;
DEMO-25AA-182;Etudiant demo 182;Test Test test you oooooo ooooo oooooo;03/08/2002;Maternite de la ville 184;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 184;2010;;;;;;;;
DEMO-25AA-183;Etudiant demo 183;Test Test test you oooooo ooooo oooooo;04/08/2002;Maternite de la ville 185;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 185;2010;;;;;;;;
DEMO-25AA-184;Etudiant demo 184;Test Test test you oooooo ooooo oooooo;05/08/2002;Maternite de la ville 186;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 186;2010;;;;;;;;
DEMO-25AA-185;Etudiant demo 185;Test Test test you oooooo ooooo oooooo;06/08/2002;Maternite de la ville 187;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 187;2010;;;;;;;;
DEMO-25AA-186;Etudiant demo 186;Test Test test you oooooo ooooo oooooo;07/08/2002;Maternite de la ville 188;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 188;2010;;;;;;;;
DEMO-25AA-187;Etudiant demo 187;Test Test test you oooooo ooooo oooooo;08/08/2002;Maternite de la ville 189;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 189;2010;;;;;;;;
DEMO-25AA-188;Etudiant demo 188;Test Test test you oooooo ooooo oooooo;09/08/2002;Maternite de la ville 190;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 190;2010;;;;;;;;
DEMO-25AA-189;Etudiant demo 189;Test Test test you oooooo ooooo oooooo;10/08/2002;Maternite de la ville 191;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 191;2010;;;;;;;;
DEMO-25AA-190;Etudiant demo 190;Test Test test you oooooo ooooo oooooo;11/08/2002;Maternite de la ville 192;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 192;2010;;;;;;;;
DEMO-25AA-191;Etudiant demo 191;Test Test test you oooooo ooooo oooooo;12/08/2002;Maternite de la ville 193;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 193;2010;;;;;;;;
DEMO-25AA-192;Etudiant demo 192;Test Test test you oooooo ooooo oooooo;13/08/2002;Maternite de la ville 194;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 194;2010;;;;;;;;
DEMO-25AA-193;Etudiant demo 193;Test Test test you oooooo ooooo oooooo;14/08/2002;Maternite de la ville 195;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 195;2010;;;;;;;;
DEMO-25AA-194;Etudiant demo 194;Test Test test you oooooo ooooo oooooo;15/08/2002;Maternite de la ville 196;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 196;2010;;;;;;;;
DEMO-25AA-195;Etudiant demo 195;Test Test test you oooooo ooooo oooooo;16/08/2002;Maternite de la ville 197;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 197;2010;;;;;;;;
DEMO-25AA-196;Etudiant demo 196;Test Test test you oooooo ooooo oooooo;17/08/2002;Maternite de la ville 198;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 198;2010;;;;;;;;
DEMO-25AA-197;Etudiant demo 197;Test Test test you oooooo ooooo oooooo;18/08/2002;Maternite de la ville 199;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 199;2010;;;;;;;;
DEMO-25AA-198;Etudiant demo 198;Test Test test you oooooo ooooo oooooo;19/08/2002;Maternite de la ville 200;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 200;2010;;;;;;;;
DEMO-25AA-199;Etudiant demo 199;Test Test test you oooooo ooooo oooooo;20/08/2002;Maternite de la ville 201;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 201;2010;;;;;;;;
DEMO-25AA-200;Etudiant demo 200;Test Test test you oooooo ooooo oooooo;21/08/2002;Maternite de la ville 202;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 202;2010;;;;;;;;
DEMO-25AA-201;Etudiant demo 201;Test Test test you oooooo ooooo oooooo;22/08/2002;Maternite de la ville 203;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 203;2010;;;;;;;;
DEMO-25AA-202;Etudiant demo 202;Test Test test you oooooo ooooo oooooo;23/08/2002;Maternite de la ville 204;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 204;2010;;;;;;;;
DEMO-25AA-203;Etudiant demo 203;Test Test test you oooooo ooooo oooooo;24/08/2002;Maternite de la ville 205;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 205;2010;;;;;;;;
DEMO-25AA-204;Etudiant demo 204;Test Test test you oooooo ooooo oooooo;25/08/2002;Maternite de la ville 206;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 206;2010;;;;;;;;
DEMO-25AA-205;Etudiant demo 205;Test Test test you oooooo ooooo oooooo;26/08/2002;Maternite de la ville 207;M;M;dep4;6 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 207;2010;;;;;;;;
DEMO-25AA-206;Etudiant demo 206;Test Test test you oooooo ooooo oooooo;27/08/2002;Maternite de la ville 208;M;M;dep6;7 90 90 70 72;admis2@yahoo.en;EN;Diplome demo type 208;2010;;;;;;;;
